"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2004"	"2004"	"Drug-induced causes"	"D"	2408	17415318	13.8
	"Florida"	"12"	"2004"	"2004"	"Alcohol-induced causes"	"A"	257	17415318	1.5
	"Florida"	"12"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	2372	17415318	13.6
	"Florida"	"12"	"2005"	"2005"	"Drug-induced causes"	"D"	2664	17842038	14.9
	"Florida"	"12"	"2005"	"2005"	"Alcohol-induced causes"	"A"	314	17842038	1.8
	"Florida"	"12"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	2596	17842038	14.5
	"Florida"	"12"	"2006"	"2006"	"Drug-induced causes"	"D"	2928	18166990	16.1
	"Florida"	"12"	"2006"	"2006"	"Alcohol-induced causes"	"A"	311	18166990	1.7
	"Florida"	"12"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	2869	18166990	15.8
	"Florida"	"12"	"2007"	"2007"	"Drug-induced causes"	"D"	2936	18367842	16.0
	"Florida"	"12"	"2007"	"2007"	"Alcohol-induced causes"	"A"	328	18367842	1.8
	"Florida"	"12"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	2879	18367842	15.7
	"Florida"	"12"	"2008"	"2008"	"Drug-induced causes"	"D"	3097	18527305	16.7
	"Florida"	"12"	"2008"	"2008"	"Alcohol-induced causes"	"A"	399	18527305	2.2
	"Florida"	"12"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	3046	18527305	16.4
	"Florida"	"12"	"2009"	"2009"	"Drug-induced causes"	"D"	3193	18652644	17.1
	"Florida"	"12"	"2009"	"2009"	"Alcohol-induced causes"	"A"	417	18652644	2.2
	"Florida"	"12"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	3155	18652644	16.9
	"Florida"	"12"	"2010"	"2010"	"Drug-induced causes"	"D"	3181	18801310	16.9
	"Florida"	"12"	"2010"	"2010"	"Alcohol-induced causes"	"A"	422	18801310	2.2
	"Florida"	"12"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	3139	18801310	16.7
	"Florida"	"12"	"2011"	"2011"	"Drug-induced causes"	"D"	3033	19057542	15.9
	"Florida"	"12"	"2011"	"2011"	"Alcohol-induced causes"	"A"	374	19057542	2.0
	"Florida"	"12"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	2996	19057542	15.7
	"Florida"	"12"	"2012"	"2012"	"Drug-induced causes"	"D"	2697	19317568	14.0
	"Florida"	"12"	"2012"	"2012"	"Alcohol-induced causes"	"A"	335	19317568	1.7
	"Florida"	"12"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	2667	19317568	13.8
	"Florida"	"12"	"2013"	"2013"	"Drug-induced causes"	"D"	2603	19552860	13.3
	"Florida"	"12"	"2013"	"2013"	"Alcohol-induced causes"	"A"	376	19552860	1.9
	"Florida"	"12"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	2574	19552860	13.2
	"Florida"	"12"	"2014"	"2014"	"Drug-induced causes"	"D"	2804	19893297	14.1
	"Florida"	"12"	"2014"	"2014"	"Alcohol-induced causes"	"A"	344	19893297	1.7
	"Florida"	"12"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	2775	19893297	13.9
	"Florida"	"12"	"2015"	"2015"	"Drug-induced causes"	"D"	3377	20271272	16.7
	"Florida"	"12"	"2015"	"2015"	"Alcohol-induced causes"	"A"	493	20271272	2.4
	"Florida"	"12"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	3340	20271272	16.5
	"Florida"	"12"	"2016"	"2016"	"Drug-induced causes"	"D"	4963	20612439	24.1
	"Florida"	"12"	"2016"	"2016"	"Alcohol-induced causes"	"A"	612	20612439	3.0
	"Florida"	"12"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	4888	20612439	23.7
	"Florida"	"12"	"2017"	"2017"	"Drug-induced causes"	"D"	5347	20984400	25.5
	"Florida"	"12"	"2017"	"2017"	"Alcohol-induced causes"	"A"	635	20984400	3.0
	"Florida"	"12"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	5290	20984400	25.2
	"Florida"	"12"	"2018"	"2018"	"Drug-induced causes"	"D"	4928	21299325	23.1
	"Florida"	"12"	"2018"	"2018"	"Alcohol-induced causes"	"A"	607	21299325	2.8
	"Florida"	"12"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	4872	21299325	22.9
	"Florida"	"12"	"2019"	"2019"	"Drug-induced causes"	"D"	5538	21477737	25.8
	"Florida"	"12"	"2019"	"2019"	"Alcohol-induced causes"	"A"	720	21477737	3.4
	"Florida"	"12"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	5471	21477737	25.5
	"Georgia"	"13"	"1999"	"1999"	"Drug-induced causes"	"D"	347	8045965	4.3
	"Georgia"	"13"	"1999"	"1999"	"Alcohol-induced causes"	"A"	16	8045965	Unreliable
	"Georgia"	"13"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	335	8045965	4.2
	"Georgia"	"13"	"2000"	"2000"	"Drug-induced causes"	"D"	429	8186453	5.2
	"Georgia"	"13"	"2000"	"2000"	"Alcohol-induced causes"	"A"	61	8186453	0.7
	"Georgia"	"13"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	414	8186453	5.1
	"Georgia"	"13"	"2001"	"2001"	"Drug-induced causes"	"D"	591	8377038	7.1
	"Georgia"	"13"	"2001"	"2001"	"Alcohol-induced causes"	"A"	87	8377038	1.0
	"Georgia"	"13"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	576	8377038	6.9
	"Georgia"	"13"	"2002"	"2002"	"Drug-induced causes"	"D"	631	8508256	7.4
	"Georgia"	"13"	"2002"	"2002"	"Alcohol-induced causes"	"A"	78	8508256	0.9
	"Georgia"	"13"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	615	8508256	7.2
	"Georgia"	"13"	"2003"	"2003"	"Drug-induced causes"	"D"	684	8622793	7.9
	"Georgia"	"13"	"2003"	"2003"	"Alcohol-induced causes"	"A"	63	8622793	0.7
	"Georgia"	"13"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	668	8622793	7.7
	"Georgia"	"13"	"2004"	"2004"	"Drug-induced causes"	"D"	730	8769252	8.3
	"Georgia"	"13"	"2004"	"2004"	"Alcohol-induced causes"	"A"	76	8769252	0.9
	"Georgia"	"13"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	722	8769252	8.2
	"Georgia"	"13"	"2005"	"2005"	"Drug-induced causes"	"D"	820	8925922	9.2
	"Georgia"	"13"	"2005"	"2005"	"Alcohol-induced causes"	"A"	93	8925922	1.0
	"Georgia"	"13"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	814	8925922	9.1
	"Georgia"	"13"	"2006"	"2006"	"Drug-induced causes"	"D"	912	9155813	10.0
	"Georgia"	"13"	"2006"	"2006"	"Alcohol-induced causes"	"A"	92	9155813	1.0
	"Georgia"	"13"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	903	9155813	9.9
	"Georgia"	"13"	"2007"	"2007"	"Drug-induced causes"	"D"	973	9349988	10.4
	"Georgia"	"13"	"2007"	"2007"	"Alcohol-induced causes"	"A"	84	9349988	0.9
	"Georgia"	"13"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	960	9349988	10.3
	"Georgia"	"13"	"2008"	"2008"	"Drug-induced causes"	"D"	977	9504843	10.3
	"Georgia"	"13"	"2008"	"2008"	"Alcohol-induced causes"	"A"	123	9504843	1.3
	"Georgia"	"13"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	967	9504843	10.2
	"Georgia"	"13"	"2009"	"2009"	"Drug-induced causes"	"D"	1043	9620846	10.8
	"Georgia"	"13"	"2009"	"2009"	"Alcohol-induced causes"	"A"	106	9620846	1.1
	"Georgia"	"13"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	1034	9620846	10.7
	"Georgia"	"13"	"2010"	"2010"	"Drug-induced causes"	"D"	1124	9687653	11.6
	"Georgia"	"13"	"2010"	"2010"	"Alcohol-induced causes"	"A"	127	9687653	1.3
	"Georgia"	"13"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	1101	9687653	11.4
	"Georgia"	"13"	"2011"	"2011"	"Drug-induced causes"	"D"	1112	9815210	11.3
	"Georgia"	"13"	"2011"	"2011"	"Alcohol-induced causes"	"A"	123	9815210	1.3
	"Georgia"	"13"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	1087	9815210	11.1
	"Georgia"	"13"	"2012"	"2012"	"Drug-induced causes"	"D"	1115	9919945	11.2
	"Georgia"	"13"	"2012"	"2012"	"Alcohol-induced causes"	"A"	99	9919945	1.0
	"Georgia"	"13"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	1097	9919945	11.1
	"Georgia"	"13"	"2013"	"2013"	"Drug-induced causes"	"D"	1160	9992167	11.6
	"Georgia"	"13"	"2013"	"2013"	"Alcohol-induced causes"	"A"	103	9992167	1.0
	"Georgia"	"13"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	1137	9992167	11.4
	"Georgia"	"13"	"2014"	"2014"	"Drug-induced causes"	"D"	1268	10097343	12.6
	"Georgia"	"13"	"2014"	"2014"	"Alcohol-induced causes"	"A"	134	10097343	1.3
	"Georgia"	"13"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	1248	10097343	12.4
	"Georgia"	"13"	"2015"	"2015"	"Drug-induced causes"	"D"	1370	10214860	13.4
	"Georgia"	"13"	"2015"	"2015"	"Alcohol-induced causes"	"A"	164	10214860	1.6
	"Georgia"	"13"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	1351	10214860	13.2
	"Georgia"	"13"	"2016"	"2016"	"Drug-induced causes"	"D"	1461	10310371	14.2
	"Georgia"	"13"	"2016"	"2016"	"Alcohol-induced causes"	"A"	178	10310371	1.7
	"Georgia"	"13"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	1444	10310371	14.0
	"Georgia"	"13"	"2017"	"2017"	"Drug-induced causes"	"D"	1629	10429379	15.6
	"Georgia"	"13"	"2017"	"2017"	"Alcohol-induced causes"	"A"	203	10429379	1.9
	"Georgia"	"13"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	1607	10429379	15.4
	"Georgia"	"13"	"2018"	"2018"	"Drug-induced causes"	"D"	1500	10519475	14.3
	"Georgia"	"13"	"2018"	"2018"	"Alcohol-induced causes"	"A"	181	10519475	1.7
	"Georgia"	"13"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	1484	10519475	14.1
	"Georgia"	"13"	"2019"	"2019"	"Drug-induced causes"	"D"	1502	10617423	14.1
	"Georgia"	"13"	"2019"	"2019"	"Alcohol-induced causes"	"A"	175	10617423	1.6
	"Georgia"	"13"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	1483	10617423	14.0
	"Hawaii"	"15"	"1999"	"1999"	"Drug-induced causes"	"D"	83	1210300	6.9
	"Hawaii"	"15"	"1999"	"1999"	"Alcohol-induced causes"	"A"	12	1210300	Unreliable
	"Hawaii"	"15"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	83	1210300	6.9
	"Hawaii"	"15"	"2000"	"2000"	"Drug-induced causes"	"D"	64	1211537	5.3
	"Hawaii"	"15"	"2000"	"2000"	"Alcohol-induced causes"	"A"	10	1211537	Unreliable
	"Hawaii"	"15"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	64	1211537	5.3
	"Hawaii"	"15"	"2001"	"2001"	"Drug-induced causes"	"D"	83	1225948	6.8
	"Hawaii"	"15"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	83	1225948	6.8
	"Hawaii"	"15"	"2002"	"2002"	"Drug-induced causes"	"D"	85	1239613	6.9
	"Hawaii"	"15"	"2002"	"2002"	"Alcohol-induced causes"	"A"	12	1239613	Unreliable
	"Hawaii"	"15"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	85	1239613	6.9
	"Hawaii"	"15"	"2003"	"2003"	"Drug-induced causes"	"D"	102	1251154	8.2
	"Hawaii"	"15"	"2003"	"2003"	"Alcohol-induced causes"	"A"	12	1251154	Unreliable
	"Hawaii"	"15"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	102	1251154	8.2
	"Hawaii"	"15"	"2004"	"2004"	"Drug-induced causes"	"D"	128	1273569	10.1
	"Hawaii"	"15"	"2004"	"2004"	"Alcohol-induced causes"	"A"	16	1273569	Unreliable
	"Hawaii"	"15"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	128	1273569	10.1
	"Hawaii"	"15"	"2005"	"2005"	"Drug-induced causes"	"D"	143	1292729	11.1
	"Hawaii"	"15"	"2005"	"2005"	"Alcohol-induced causes"	"A"	14	1292729	Unreliable
	"Hawaii"	"15"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	142	1292729	11.0
	"Hawaii"	"15"	"2006"	"2006"	"Drug-induced causes"	"D"	131	1309731	10.0
	"Hawaii"	"15"	"2006"	"2006"	"Alcohol-induced causes"	"A"	21	1309731	1.6
	"Hawaii"	"15"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	131	1309731	10.0
	"Hawaii"	"15"	"2007"	"2007"	"Drug-induced causes"	"D"	142	1315675	10.8
	"Hawaii"	"15"	"2007"	"2007"	"Alcohol-induced causes"	"A"	15	1315675	Unreliable
	"Hawaii"	"15"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	142	1315675	10.8
	"Hawaii"	"15"	"2008"	"2008"	"Drug-induced causes"	"D"	129	1332213	9.7
	"Hawaii"	"15"	"2008"	"2008"	"Alcohol-induced causes"	"A"	15	1332213	Unreliable
	"Hawaii"	"15"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	129	1332213	9.7
	"Hawaii"	"15"	"2009"	"2009"	"Drug-induced causes"	"D"	148	1346717	11.0
	"Hawaii"	"15"	"2009"	"2009"	"Alcohol-induced causes"	"A"	11	1346717	Unreliable
	"Hawaii"	"15"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	148	1346717	11.0
	"Hawaii"	"15"	"2010"	"2010"	"Drug-induced causes"	"D"	154	1360301	11.3
	"Hawaii"	"15"	"2010"	"2010"	"Alcohol-induced causes"	"A"	19	1360301	Unreliable
	"Hawaii"	"15"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	154	1360301	11.3
	"Hawaii"	"15"	"2011"	"2011"	"Drug-induced causes"	"D"	189	1374810	13.7
	"Hawaii"	"15"	"2011"	"2011"	"Alcohol-induced causes"	"A"	31	1374810	2.3
	"Hawaii"	"15"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	188	1374810	13.7
	"Hawaii"	"15"	"2012"	"2012"	"Drug-induced causes"	"D"	159	1392313	11.4
	"Hawaii"	"15"	"2012"	"2012"	"Alcohol-induced causes"	"A"	23	1392313	1.7
	"Hawaii"	"15"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	159	1392313	11.4
	"Hawaii"	"15"	"2013"	"2013"	"Drug-induced causes"	"D"	167	1404054	11.9
	"Hawaii"	"15"	"2013"	"2013"	"Alcohol-induced causes"	"A"	27	1404054	1.9
	"Hawaii"	"15"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	166	1404054	11.8
	"Hawaii"	"15"	"2014"	"2014"	"Drug-induced causes"	"D"	174	1419561	12.3
	"Hawaii"	"15"	"2014"	"2014"	"Alcohol-induced causes"	"A"	22	1419561	1.5
	"Hawaii"	"15"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	171	1419561	12.0
	"Hawaii"	"15"	"2015"	"2015"	"Drug-induced causes"	"D"	175	1431603	12.2
	"Hawaii"	"15"	"2015"	"2015"	"Alcohol-induced causes"	"A"	23	1431603	1.6
	"Hawaii"	"15"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	175	1431603	12.2
	"Hawaii"	"15"	"2016"	"2016"	"Drug-induced causes"	"D"	207	1428557	14.5
	"Hawaii"	"15"	"2016"	"2016"	"Alcohol-induced causes"	"A"	24	1428557	1.7
	"Hawaii"	"15"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	205	1428557	14.4
	"Hawaii"	"15"	"2017"	"2017"	"Drug-induced causes"	"D"	221	1427538	15.5
	"Hawaii"	"15"	"2017"	"2017"	"Alcohol-induced causes"	"A"	23	1427538	1.6
	"Hawaii"	"15"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	217	1427538	15.2
	"Hawaii"	"15"	"2018"	"2018"	"Drug-induced causes"	"D"	237	1420491	16.7
	"Hawaii"	"15"	"2018"	"2018"	"Alcohol-induced causes"	"A"	17	1420491	Unreliable
	"Hawaii"	"15"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	236	1420491	16.6
	"Hawaii"	"15"	"2019"	"2019"	"Drug-induced causes"	"D"	266	1415872	18.8
	"Hawaii"	"15"	"2019"	"2019"	"Alcohol-induced causes"	"A"	15	1415872	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	264	1415872	18.6
	"Idaho"	"16"	"1999"	"1999"	"Drug-induced causes"	"D"	66	1275674	5.2
	"Idaho"	"16"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	66	1275674	5.2
	"Idaho"	"16"	"2000"	"2000"	"Drug-induced causes"	"D"	70	1293953	5.4
	"Idaho"	"16"	"2000"	"2000"	"Alcohol-induced causes"	"A"	12	1293953	Unreliable
	"Idaho"	"16"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	69	1293953	5.3
	"Idaho"	"16"	"2001"	"2001"	"Drug-induced causes"	"D"	99	1319962	7.5
	"Idaho"	"16"	"2001"	"2001"	"Alcohol-induced causes"	"A"	14	1319962	Unreliable
	"Idaho"	"16"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	99	1319962	7.5
	"Idaho"	"16"	"2002"	"2002"	"Drug-induced causes"	"D"	123	1340372	9.2
	"Idaho"	"16"	"2002"	"2002"	"Alcohol-induced causes"	"A"	11	1340372	Unreliable
	"Idaho"	"16"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	122	1340372	9.1
	"Idaho"	"16"	"2003"	"2003"	"Drug-induced causes"	"D"	118	1363380	8.7
	"Idaho"	"16"	"2003"	"2003"	"Alcohol-induced causes"	"A"	13	1363380	Unreliable
	"Idaho"	"16"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	118	1363380	8.7
	"Idaho"	"16"	"2004"	"2004"	"Drug-induced causes"	"D"	113	1391802	8.1
	"Idaho"	"16"	"2004"	"2004"	"Alcohol-induced causes"	"A"	11	1391802	Unreliable
	"Idaho"	"16"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	112	1391802	8.0
	"Idaho"	"16"	"2005"	"2005"	"Drug-induced causes"	"D"	118	1428241	8.3
	"Idaho"	"16"	"2005"	"2005"	"Alcohol-induced causes"	"A"	21	1428241	1.5
	"Idaho"	"16"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	118	1428241	8.3
	"Idaho"	"16"	"2006"	"2006"	"Drug-induced causes"	"D"	147	1468669	10.0
	"Idaho"	"16"	"2006"	"2006"	"Alcohol-induced causes"	"A"	23	1468669	1.6
	"Idaho"	"16"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	147	1468669	10.0
	"Idaho"	"16"	"2007"	"2007"	"Drug-induced causes"	"D"	133	1505105	8.8
	"Idaho"	"16"	"2007"	"2007"	"Alcohol-induced causes"	"A"	21	1505105	1.4
	"Idaho"	"16"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	131	1505105	8.7
	"Idaho"	"16"	"2008"	"2008"	"Drug-induced causes"	"D"	152	1534320	9.9
	"Idaho"	"16"	"2008"	"2008"	"Alcohol-induced causes"	"A"	23	1534320	1.5
	"Idaho"	"16"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	149	1534320	9.7
	"Idaho"	"16"	"2009"	"2009"	"Drug-induced causes"	"D"	181	1554439	11.6
	"Idaho"	"16"	"2009"	"2009"	"Alcohol-induced causes"	"A"	19	1554439	Unreliable
	"Idaho"	"16"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	180	1554439	11.6
	"Idaho"	"16"	"2010"	"2010"	"Drug-induced causes"	"D"	184	1567582	11.7
	"Idaho"	"16"	"2010"	"2010"	"Alcohol-induced causes"	"A"	27	1567582	1.7
	"Idaho"	"16"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	183	1567582	11.7
	"Idaho"	"16"	"2011"	"2011"	"Drug-induced causes"	"D"	199	1584985	12.6
	"Idaho"	"16"	"2011"	"2011"	"Alcohol-induced causes"	"A"	16	1584985	Unreliable
	"Idaho"	"16"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	197	1584985	12.4
	"Idaho"	"16"	"2012"	"2012"	"Drug-induced causes"	"D"	188	1595728	11.8
	"Idaho"	"16"	"2012"	"2012"	"Alcohol-induced causes"	"A"	21	1595728	1.3
	"Idaho"	"16"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	187	1595728	11.7
	"Idaho"	"16"	"2013"	"2013"	"Drug-induced causes"	"D"	217	1612136	13.5
	"Idaho"	"16"	"2013"	"2013"	"Alcohol-induced causes"	"A"	27	1612136	1.7
	"Idaho"	"16"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	217	1612136	13.5
	"Idaho"	"16"	"2014"	"2014"	"Drug-induced causes"	"D"	218	1634464	13.3
	"Idaho"	"16"	"2014"	"2014"	"Alcohol-induced causes"	"A"	31	1634464	1.9
	"Idaho"	"16"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	216	1634464	13.2
	"Idaho"	"16"	"2015"	"2015"	"Drug-induced causes"	"D"	224	1654930	13.5
	"Idaho"	"16"	"2015"	"2015"	"Alcohol-induced causes"	"A"	32	1654930	1.9
	"Idaho"	"16"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	222	1654930	13.4
	"Idaho"	"16"	"2016"	"2016"	"Drug-induced causes"	"D"	260	1683140	15.4
	"Idaho"	"16"	"2016"	"2016"	"Alcohol-induced causes"	"A"	30	1683140	1.8
	"Idaho"	"16"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	260	1683140	15.4
	"Idaho"	"16"	"2017"	"2017"	"Drug-induced causes"	"D"	264	1716943	15.4
	"Idaho"	"16"	"2017"	"2017"	"Alcohol-induced causes"	"A"	45	1716943	2.6
	"Idaho"	"16"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	262	1716943	15.3
	"Idaho"	"16"	"2018"	"2018"	"Drug-induced causes"	"D"	274	1754208	15.6
	"Idaho"	"16"	"2018"	"2018"	"Alcohol-induced causes"	"A"	31	1754208	1.8
	"Idaho"	"16"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	274	1754208	15.6
	"Idaho"	"16"	"2019"	"2019"	"Drug-induced causes"	"D"	280	1787065	15.7
	"Idaho"	"16"	"2019"	"2019"	"Alcohol-induced causes"	"A"	41	1787065	2.3
	"Idaho"	"16"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	279	1787065	15.6
	"Illinois"	"17"	"1999"	"1999"	"Drug-induced causes"	"D"	872	12359020	7.1
	"Illinois"	"17"	"1999"	"1999"	"Alcohol-induced causes"	"A"	18	12359020	Unreliable
	"Illinois"	"17"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	862	12359020	7.0
	"Illinois"	"17"	"2000"	"2000"	"Drug-induced causes"	"D"	910	12419293	7.3
	"Illinois"	"17"	"2000"	"2000"	"Alcohol-induced causes"	"A"	211	12419293	1.7
	"Illinois"	"17"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	904	12419293	7.3
	"Illinois"	"17"	"2001"	"2001"	"Drug-induced causes"	"D"	930	12488445	7.4
	"Illinois"	"17"	"2001"	"2001"	"Alcohol-induced causes"	"A"	200	12488445	1.6
	"Illinois"	"17"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	928	12488445	7.4
	"Illinois"	"17"	"2002"	"2002"	"Drug-induced causes"	"D"	1030	12525556	8.2
	"Illinois"	"17"	"2002"	"2002"	"Alcohol-induced causes"	"A"	139	12525556	1.1
	"Illinois"	"17"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	1027	12525556	8.2
	"Illinois"	"17"	"2003"	"2003"	"Drug-induced causes"	"D"	872	12556006	6.9
	"Illinois"	"17"	"2003"	"2003"	"Alcohol-induced causes"	"A"	157	12556006	1.3
	"Illinois"	"17"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	870	12556006	6.9
	"Illinois"	"17"	"2004"	"2004"	"Drug-induced causes"	"D"	1080	12589773	8.6
	"Illinois"	"17"	"2004"	"2004"	"Alcohol-induced causes"	"A"	195	12589773	1.5
	"Illinois"	"17"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	1069	12589773	8.5
	"Illinois"	"17"	"2005"	"2005"	"Drug-induced causes"	"D"	1140	12609903	9.0
	"Illinois"	"17"	"2005"	"2005"	"Alcohol-induced causes"	"A"	185	12609903	1.5
	"Illinois"	"17"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	1129	12609903	9.0
	"Illinois"	"17"	"2006"	"2006"	"Drug-induced causes"	"D"	1423	12643955	11.3
	"Illinois"	"17"	"2006"	"2006"	"Alcohol-induced causes"	"A"	235	12643955	1.9
	"Illinois"	"17"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	1414	12643955	11.2
	"Illinois"	"17"	"2007"	"2007"	"Drug-induced causes"	"D"	1239	12695866	9.8
	"Illinois"	"17"	"2007"	"2007"	"Alcohol-induced causes"	"A"	180	12695866	1.4
	"Illinois"	"17"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	1225	12695866	9.6
	"Illinois"	"17"	"2008"	"2008"	"Drug-induced causes"	"D"	1412	12747038	11.1
	"Illinois"	"17"	"2008"	"2008"	"Alcohol-induced causes"	"A"	223	12747038	1.7
	"Illinois"	"17"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	1391	12747038	10.9
	"Illinois"	"17"	"2009"	"2009"	"Drug-induced causes"	"D"	1427	12796778	11.2
	"Illinois"	"17"	"2009"	"2009"	"Alcohol-induced causes"	"A"	216	12796778	1.7
	"Illinois"	"17"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	1414	12796778	11.0
	"Illinois"	"17"	"2010"	"2010"	"Drug-induced causes"	"D"	1344	12830632	10.5
	"Illinois"	"17"	"2010"	"2010"	"Alcohol-induced causes"	"A"	198	12830632	1.5
	"Illinois"	"17"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	1312	12830632	10.2
	"Illinois"	"17"	"2011"	"2011"	"Drug-induced causes"	"D"	1459	12869257	11.3
	"Illinois"	"17"	"2011"	"2011"	"Alcohol-induced causes"	"A"	220	12869257	1.7
	"Illinois"	"17"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	1439	12869257	11.2
	"Illinois"	"17"	"2012"	"2012"	"Drug-induced causes"	"D"	1667	12875255	12.9
