"","Year","State","MCD...Drug.Alcohol.Induced.Cause.Code","Cause","Gender","Deaths","Population","Crude.Rate"
"789",2002,"Colorado","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",211,2261741,"9.3"
"790",2002,"Colorado","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",51,2228665,"2.3"
"791",2002,"Colorado","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",53,2261741,"2.3"
"792",2002,"Colorado","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",26,2228665,"1.2"
"793",2002,"Colorado","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",39,2261741,"1.7"
"794",2002,"Connecticut","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",84,1780500,"4.7"
"795",2002,"Connecticut","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",222,1678249,"13.2"
"796",2002,"Connecticut","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",17,1780500,"Unreliable"
"797",2002,"Connecticut","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",17,1678249,"Unreliable"
"798",2002,"Connecticut","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",11,1780500,"Unreliable"
"799",2002,"Connecticut","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",14,1678249,"Unreliable"
"800",2002,"Delaware","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",21,414652,"5.1"
"801",2002,"Delaware","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",55,391517,"14.0"
"802",2002,"Delaware","D2",NA,NA,0,NA,NA
"803",2002,"Delaware","D4",NA,NA,0,NA,NA
"804",2002,"District of Columbia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",22,303146,"7.3"
"805",2002,"District of Columbia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",35,270012,"13.0"
"806",2002,"District of Columbia","D2",NA,NA,0,NA,NA
"807",2002,"District of Columbia","D4",NA,NA,0,NA,NA
"808",2002,"Florida","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",504,8541734,"5.9"
"809",2002,"Florida","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",1097,8147636,"13.5"
"810",2002,"Florida","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",191,8541734,"2.2"
"811",2002,"Florida","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",200,8147636,"2.5"
"812",2002,"Florida","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",36,8541734,"0.4"
"813",2002,"Florida","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",53,8147636,"0.7"
"814",2002,"Georgia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",185,4327934,"4.3"
"815",2002,"Georgia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",329,4180322,"7.9"
"816",2002,"Georgia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",39,4327934,"0.9"
"817",2002,"Georgia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",41,4180322,"1.0"
"818",2002,"Georgia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",13,4327934,"Unreliable"
"819",2002,"Georgia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",17,4180322,"Unreliable"
"820",2002,"Hawaii","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",17,616192,"Unreliable"
"821",2002,"Hawaii","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",41,623421,"6.6"
"822",2002,"Hawaii","D2",NA,NA,0,NA,NA
"823",2002,"Hawaii","D4",NA,NA,0,NA,NA
"824",2002,"Idaho","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",36,668686,"5.4"
"825",2002,"Idaho","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",42,671686,"6.3"
"826",2002,"Idaho","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",17,671686,"Unreliable"
"827",2002,"Idaho","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",13,668686,"Unreliable"
"828",2002,"Illinois","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",264,6387897,"4.1"
"829",2002,"Illinois","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",703,6137659,"11.5"
"830",2002,"Illinois","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",71,6387897,"1.1"
"831",2002,"Illinois","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",74,6137659,"1.2"
"832",2002,"Illinois","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",17,6387897,"Unreliable"
"833",2002,"Illinois","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",21,6137659,"0.3"
"834",2002,"Indiana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",63,3133342,"2.0"
"835",2002,"Indiana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",111,3022625,"3.7"
"836",2002,"Indiana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",41,3133342,"1.3"
"837",2002,"Indiana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",27,3022625,"0.9"
"838",2002,"Indiana","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",29,3133342,"0.9"
"839",2002,"Indiana","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",57,3022625,"1.9"
"840",2002,"Iowa","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",32,1491450,"2.1"
"841",2002,"Iowa","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",43,1442784,"3.0"
"842",2002,"Iowa","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",23,1491450,"1.5"
"843",2002,"Iowa","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",10,1442784,"Unreliable"
"844",2002,"Iowa","D4",NA,NA,0,NA,NA
"845",2002,"Kansas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",47,1371898,"3.4"
"846",2002,"Kansas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",77,1341637,"5.7"
"847",2002,"Kansas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",19,1371898,"Unreliable"
"848",2002,"Kansas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",27,1341637,"2.0"
"849",2002,"Kansas","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",11,1341637,"Unreliable"
"850",2002,"Kentucky","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",131,2087223,"6.3"
"851",2002,"Kentucky","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",254,2002652,"12.7"
"852",2002,"Kentucky","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",29,2087223,"1.4"
"853",2002,"Kentucky","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",32,2002652,"1.6"
"854",2002,"Kentucky","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",10,2087223,"Unreliable"
"855",2002,"Kentucky","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",10,2002652,"Unreliable"
"856",2002,"Louisiana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",95,2315524,"4.1"
"857",2002,"Louisiana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",215,2181743,"9.9"
"858",2002,"Louisiana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",18,2315524,"Unreliable"
"859",2002,"Louisiana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",20,2181743,"0.9"
"860",2002,"Louisiana","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",15,2315524,"Unreliable"
"861",2002,"Louisiana","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",46,2181743,"2.1"
"862",2002,"Maine","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",44,664226,"6.6"
"863",2002,"Maine","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",75,631734,"11.9"
"864",2002,"Maine","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",19,664226,"Unreliable"
"865",2002,"Maine","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",16,631734,"Unreliable"
"866",2002,"Maine","D4",NA,NA,0,NA,NA
"867",2002,"Maryland","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",21,2815197,"0.7"
"868",2002,"Maryland","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",26,2625192,"1.0"
"869",2002,"Maryland","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",34,2815197,"1.2"
"870",2002,"Maryland","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",30,2625192,"1.1"
"871",2002,"Maryland","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",195,2815197,"6.9"
"872",2002,"Maryland","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",450,2625192,"17.1"
"873",2002,"Massachusetts","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",25,3319436,"0.8"
"874",2002,"Massachusetts","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",46,3097770,"1.5"
"875",2002,"Massachusetts","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",34,3319436,"1.0"
"876",2002,"Massachusetts","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",35,3097770,"1.1"
"877",2002,"Massachusetts","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",183,3319436,"5.5"
"878",2002,"Massachusetts","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",402,3097770,"13.0"
"879",2002,"Michigan","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",170,5100171,"3.3"
"880",2002,"Michigan","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",339,4915539,"6.9"
"881",2002,"Michigan","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",68,5100171,"1.3"
"882",2002,"Michigan","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",71,4915539,"1.4"
"883",2002,"Michigan","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",94,5100171,"1.8"
"884",2002,"Michigan","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",149,4915539,"3.0"
"885",2002,"Minnesota","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",53,2531205,"2.1"
"886",2002,"Minnesota","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",112,2487730,"4.5"
"887",2002,"Minnesota","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",27,2531205,"1.1"
"888",2002,"Minnesota","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",33,2487730,"1.3"
"889",2002,"Minnesota","D4",NA,NA,0,NA,NA
"890",2002,"Mississippi","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",49,1475412,"3.3"
"891",2002,"Mississippi","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",91,1383269,"6.6"
"892",2002,"Mississippi","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",13,1475412,"Unreliable"
"893",2002,"Mississippi","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",20,1383269,"1.4"
"894",2002,"Mississippi","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",13,1475412,"Unreliable"
"895",2002,"Mississippi","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",12,1383269,"Unreliable"
"896",2002,"Missouri","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",128,2910476,"4.4"
"897",2002,"Missouri","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",240,2764349,"8.7"
"898",2002,"Missouri","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",41,2910476,"1.4"
"899",2002,"Missouri","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",33,2764349,"1.2"
"900",2002,"Missouri","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",11,2910476,"Unreliable"
"901",2002,"Missouri","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",27,2764349,"1.0"
"902",2002,"Montana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",15,456712,"Unreliable"
"903",2002,"Montana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",22,454955,"4.8"
"904",2002,"Montana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",11,456712,"Unreliable"
"905",2002,"Montana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",15,454955,"Unreliable"
"906",2002,"Montana","D4",NA,NA,0,NA,NA
"907",2002,"Nebraska","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",11,874803,"Unreliable"
"908",2002,"Nebraska","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",25,853489,"2.9"
"909",2002,"Nebraska","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",12,853489,"Unreliable"
"910",2002,"Nebraska","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",11,874803,"Unreliable"
"911",2002,"Nevada","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",88,1069764,"8.2"
"912",2002,"Nevada","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",202,1104027,"18.3"
"913",2002,"Nevada","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",39,1069764,"3.6"
"914",2002,"Nevada","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",43,1104027,"3.9"
"915",2002,"Nevada","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",17,1069764,"Unreliable"
"916",2002,"Nevada","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",30,1104027,"2.7"
"917",2002,"New Hampshire","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",27,643680,"4.2"
"918",2002,"New Hampshire","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",53,625409,"8.5"
"919",2002,"New Hampshire","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",11,625409,"Unreliable"
"920",2002,"New Hampshire","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",10,643680,"Unreliable"
"921",2002,"New Hampshire","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",10,625409,"Unreliable"
"922",2002,"New Jersey","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",178,4398801,"4.0"
"923",2002,"New Jersey","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",537,4153842,"12.9"
"924",2002,"New Jersey","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",40,4398801,"0.9"
"925",2002,"New Jersey","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",53,4153842,"1.3"
"926",2002,"New Jersey","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",23,4398801,"0.5"
"927",2002,"New Jersey","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",31,4153842,"0.7"
"928",2002,"New Mexico","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",65,941856,"6.9"
"929",2002,"New Mexico","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",204,913453,"22.3"
"930",2002,"New Mexico","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",22,941856,"2.3"
"931",2002,"New Mexico","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",23,913453,"2.5"
"932",2002,"New Mexico","D4",NA,NA,0,NA,NA
"933",2002,"New York","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",230,9902927,"2.3"
"934",2002,"New York","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",608,9234873,"6.6"
"935",2002,"New York","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",45,9902927,"0.5"
"936",2002,"New York","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",56,9234873,"0.6"
"937",2002,"New York","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",23,9902927,"0.2"
"938",2002,"New York","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",38,9234873,"0.4"
"939",2002,"North Carolina","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",187,4250179,"4.4"
"940",2002,"North Carolina","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",369,4076022,"9.1"
"941",2002,"North Carolina","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",63,4250179,"1.5"
"942",2002,"North Carolina","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",56,4076022,"1.4"
"943",2002,"North Carolina","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",10,4250179,"Unreliable"
"944",2002,"Ohio","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",299,5859385,"5.1"
"945",2002,"Ohio","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",542,5548504,"9.8"
"946",2002,"Ohio","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",95,5859385,"1.6"
"947",2002,"Ohio","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",78,5548504,"1.4"
"948",2002,"Ohio","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",28,5859385,"0.5"
"949",2002,"Ohio","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",31,5548504,"0.6"
"950",2002,"Oklahoma","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",84,1769080,"4.7"
"951",2002,"Oklahoma","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",132,1720000,"7.7"
"952",2002,"Oklahoma","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",29,1769080,"1.6"
"953",2002,"Oklahoma","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",22,1720000,"1.3"
"954",2002,"Oklahoma","D4",NA,NA,0,NA,NA
"955",2002,"Oregon","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",94,1771126,"5.3"
"956",2002,"Oregon","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",171,1742298,"9.8"
"957",2002,"Oregon","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",34,1771126,"1.9"
"958",2002,"Oregon","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",41,1742298,"2.4"
"959",2002,"Oregon","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",34,1771126,"1.9"
"960",2002,"Oregon","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",31,1742298,"1.8"
"961",2002,"Pennsylvania","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",280,6363832,"4.4"
"962",2002,"Pennsylvania","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",711,5967199,"11.9"
"963",2002,"Pennsylvania","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",68,6363832,"1.1"
"964",2002,"Pennsylvania","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",64,5967199,"1.1"
"965",2002,"Pennsylvania","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",31,6363832,"0.5"
"966",2002,"Pennsylvania","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",25,5967199,"0.4"
"967",2002,"Rhode Island","D1",NA,NA,0,NA,NA
"968",2002,"Rhode Island","D2",NA,NA,0,NA,NA
"969",2002,"Rhode Island","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",23,553090,"4.2"
"970",2002,"Rhode Island","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",70,512905,"13.6"
"971",2002,"South Carolina","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",61,2111069,"2.9"
"972",2002,"South Carolina","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",125,1996726,"6.3"
"973",2002,"South Carolina","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",20,2111069,"0.9"
"974",2002,"South Carolina","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",22,1996726,"1.1"
"975",2002,"South Carolina","D4",NA,NA,0,NA,NA
"976",2002,"Tennessee","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",161,2971873,"5.4"
"977",2002,"Tennessee","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",237,2824045,"8.4"
"978",2002,"Tennessee","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",56,2971873,"1.9"
"979",2002,"Tennessee","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",38,2824045,"1.3"
"980",2002,"Tennessee","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",30,2971873,"1.0"
"981",2002,"Tennessee","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",30,2824045,"1.1"
"982",2002,"Texas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",433,10914653,"4.0"
"983",2002,"Texas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",935,10775672,"8.7"
"984",2002,"Texas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",193,10914653,"1.8"
"985",2002,"Texas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",131,10775672,"1.2"
"986",2002,"Texas","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",63,10914653,"0.6"
"987",2002,"Texas","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",50,10775672,"0.5"
"988",2002,"Utah","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",30,1158853,"2.6"
"989",2002,"Utah","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",54,1165962,"4.6"
"990",2002,"Utah","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",40,1158853,"3.5"
"991",2002,"Utah","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",23,1165962,"2.0"
"992",2002,"Utah","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",56,1158853,"4.8"
"993",2002,"Utah","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",108,1165962,"9.3"
"994",2002,"Vermont","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",12,312959,"Unreliable"
"995",2002,"Vermont","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",25,302483,"8.3"
"996",2002,"Vermont","D2",NA,NA,0,NA,NA
"997",2002,"Vermont","D4",NA,NA,0,NA,NA
"998",2002,"Virginia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",134,3713695,"3.6"
"999",2002,"Virginia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",300,3573178,"8.4"
"1000",2002,"Virginia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",52,3713695,"1.4"
"1001",2002,"Virginia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",42,3573178,"1.2"
"1002",2002,"Virginia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",10,3713695,"Unreliable"
"1003",2002,"Virginia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",12,3573178,"Unreliable"
"1004",2002,"Washington","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",184,3036742,"6.1"
"1005",2002,"Washington","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",340,3015607,"11.3"
"1006",2002,"Washington","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",62,3036742,"2.0"
"1007",2002,"Washington","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",49,3015607,"1.6"
"1008",2002,"Washington","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",41,3036742,"1.4"
"1009",2002,"Washington","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",32,3015607,"1.1"
"1010",2002,"West Virginia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",38,923841,"4.1"
"1011",2002,"West Virginia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",124,881573,"14.1"
"1012",2002,"West Virginia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",12,923841,"Unreliable"
"1013",2002,"West Virginia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",14,881573,"Unreliable"
"1014",2002,"West Virginia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",28,923841,"3.0"
"1015",2002,"West Virginia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",31,881573,"3.5"
"1016",2002,"Wisconsin","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",95,2751697,"3.5"
"1017",2002,"Wisconsin","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",164,2693465,"6.1"
"1018",2002,"Wisconsin","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",35,2751697,"1.3"
"1019",2002,"Wisconsin","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",42,2693465,"1.6"
"1020",2002,"Wisconsin","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",14,2751697,"Unreliable"
"1021",2002,"Wisconsin","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",10,2693465,"Unreliable"
"1022",2002,"Wyoming","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",20,252232,"7.9"
"1023",2002,"Wyoming","D2",NA,NA,0,NA,NA
"1024",2002,"Wyoming","D4",NA,NA,0,NA,NA
"1025",2003,"Alabama","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",76,2324069,"3.3"
"1026",2003,"Alabama","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",114,2179422,"5.2"
"1027",2003,"Alabama","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",10,2324069,"Unreliable"
"1028",2003,"Alabama","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",12,2179422,"Unreliable"
"1029",2003,"Alabama","D3",NA,NA,0,NA,NA
"1030",2003,"Alabama","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",10,2324069,"Unreliable"
"1031",2003,"Alabama","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",13,2179422,"Unreliable"
"1032",2003,"Alaska","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",36,313034,"11.5"
"1033",2003,"Alaska","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",42,335380,"12.5"
"1034",2003,"Alaska","D2",NA,NA,0,NA,NA
"1035",2003,"Alaska","D3",NA,NA,0,NA,NA
"1036",2003,"Alaska","D4",NA,NA,0,NA,NA
"1037",2003,"Arizona","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",168,2764077,"6.1"
"1038",2003,"Arizona","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",384,2746287,"14.0"
"1039",2003,"Arizona","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",64,2764077,"2.3"
"1040",2003,"Arizona","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",44,2746287,"1.6"
"1041",2003,"Arizona","D3",NA,NA,0,NA,NA
"1042",2003,"Arizona","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",24,2764077,"0.9"
"1043",2003,"Arizona","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",34,2746287,"1.2"
"1044",2003,"Arkansas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",31,1391523,"2.2"
"1045",2003,"Arkansas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",49,1333293,"3.7"
"1046",2003,"Arkansas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",23,1391523,"1.7"
"1047",2003,"Arkansas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",21,1333293,"1.6"
"1048",2003,"Arkansas","D3",NA,NA,0,NA,NA
