"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced Cause"	"MCD - Drug/Alcohol Induced Cause Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"2007"	"2007"	"All other drug-induced causes"	"D9"	"Male"	"M"	279	1481189	18.8
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	70	1525539	4.6
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	96	1491195	6.4
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	27	1525539	1.8
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	30	1491195	2.0
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	13	1525539	Unreliable
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	15	1491195	Unreliable
	"Iowa"	"19"	"2008"	"2008"	"All other drug-induced causes"	"D9"	"Female"	"F"	183	1525539	12.0
	"Iowa"	"19"	"2008"	"2008"	"All other drug-induced causes"	"D9"	"Male"	"M"	283	1491195	19.0
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	56	1532739	3.7
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	108	1500131	7.2
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	27	1532739	1.8
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	29	1500131	1.9
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	11	1532739	Unreliable
	"Iowa"	"19"	"2009"	"2009"	"All other drug-induced causes"	"D9"	"Female"	"F"	190	1532739	12.4
	"Iowa"	"19"	"2009"	"2009"	"All other drug-induced causes"	"D9"	"Male"	"M"	298	1500131	19.9
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	76	1538036	4.9
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	135	1508319	9.0
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	33	1538036	2.1
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	33	1508319	2.2
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	15	1538036	Unreliable
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	12	1508319	Unreliable
	"Iowa"	"19"	"2010"	"2010"	"All other drug-induced causes"	"D9"	"Female"	"F"	157	1538036	10.2
	"Iowa"	"19"	"2010"	"2010"	"All other drug-induced causes"	"D9"	"Male"	"M"	306	1508319	20.3
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	82	1544894	5.3
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	120	1517415	7.9
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	28	1544894	1.8
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	35	1517415	2.3
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	12	1544894	Unreliable
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	13	1517415	Unreliable
	"Iowa"	"19"	"2011"	"2011"	"All other drug-induced causes"	"D9"	"Female"	"F"	1713	1544894	110.9
	"Iowa"	"19"	"2011"	"2011"	"All other drug-induced causes"	"D9"	"Male"	"M"	2684	1517415	176.9
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	93	1549698	6.0
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	118	1524488	7.7
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	29	1549698	1.9
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	26	1524488	1.7
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	11	1549698	Unreliable
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	14	1524488	Unreliable
	"Iowa"	"19"	"2012"	"2012"	"All other drug-induced causes"	"D9"	"Female"	"F"	1811	1549698	116.9
	"Iowa"	"19"	"2012"	"2012"	"All other drug-induced causes"	"D9"	"Male"	"M"	2909	1524488	190.8
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	97	1557015	6.2
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	144	1533401	9.4
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	25	1557015	1.6
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	27	1533401	1.8
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	10	1557015	Unreliable
	"Iowa"	"19"	"2013"	"2013"	"All other drug-induced causes"	"D9"	"Female"	"F"	1920	1557015	123.3
	"Iowa"	"19"	"2013"	"2013"	"All other drug-induced causes"	"D9"	"Male"	"M"	3049	1533401	198.8
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	94	1564081	6.0
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	133	1543045	8.6
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	26	1564081	1.7
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	27	1543045	1.7
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	12	1564081	Unreliable
	"Iowa"	"19"	"2014"	"2014"	"All other drug-induced causes"	"D9"	"Female"	"F"	1861	1564081	119.0
	"Iowa"	"19"	"2014"	"2014"	"All other drug-induced causes"	"D9"	"Male"	"M"	3016	1543045	195.5
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	105	1571873	6.7
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	182	1552026	11.7
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	31	1571873	2.0
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	33	1552026	2.1
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	10	1571873	Unreliable
	"Iowa"	"19"	"2015"	"2015"	"All other drug-induced causes"	"D9"	"Female"	"F"	1918	1571873	122.0
	"Iowa"	"19"	"2015"	"2015"	"All other drug-induced causes"	"D9"	"Male"	"M"	3056	1552026	196.9
	"Iowa"	"19"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	102	1575574	6.5
	"Iowa"	"19"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	191	1559119	12.3
	"Iowa"	"19"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	31	1575574	2.0
	"Iowa"	"19"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	28	1559119	1.8
	"Iowa"	"19"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	12	1559119	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"All other drug-induced causes"	"D9"	"Female"	"F"	1965	1575574	124.7
	"Iowa"	"19"	"2016"	"2016"	"All other drug-induced causes"	"D9"	"Male"	"M"	3116	1559119	199.9
	"Iowa"	"19"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	106	1580978	6.7
	"Iowa"	"19"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	208	1564733	13.3
	"Iowa"	"19"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	34	1580978	2.2
	"Iowa"	"19"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	32	1564733	2.0
	"Iowa"	"19"	"2017"	"2017"	"All other drug-induced causes"	"D9"	"Female"	"F"	2022	1580978	127.9
	"Iowa"	"19"	"2017"	"2017"	"All other drug-induced causes"	"D9"	"Male"	"M"	3349	1564733	214.0
	"Iowa"	"19"	"2018"	"2018"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	81	1585338	5.1
	"Iowa"	"19"	"2018"	"2018"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	189	1570807	12.0
	"Iowa"	"19"	"2018"	"2018"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	25	1585338	1.6
	"Iowa"	"19"	"2018"	"2018"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	40	1570807	2.5
	"Iowa"	"19"	"2018"	"2018"	"All other drug-induced causes"	"D9"	"Female"	"F"	2197	1585338	138.6
	"Iowa"	"19"	"2018"	"2018"	"All other drug-induced causes"	"D9"	"Male"	"M"	3412	1570807	217.2
	"Iowa"	"19"	"2019"	"2019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	107	1583995	6.8
	"Iowa"	"19"	"2019"	"2019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	237	1571075	15.1
	"Iowa"	"19"	"2019"	"2019"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	37	1583995	2.3
	"Iowa"	"19"	"2019"	"2019"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	43	1571075	2.7
	"Iowa"	"19"	"2019"	"2019"	"All other drug-induced causes"	"D9"	"Female"	"F"	2167	1583995	136.8
	"Iowa"	"19"	"2019"	"2019"	"All other drug-induced causes"	"D9"	"Male"	"M"	3556	1571075	226.3
	"Kansas"	"20"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	23	1356044	1.7
	"Kansas"	"20"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	42	1322294	3.2
	"Kansas"	"20"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	13	1356044	Unreliable
	"Kansas"	"20"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	12	1322294	Unreliable
	"Kansas"	"20"	"1999"	"1999"	"All other drug-induced causes"	"D9"	"Female"	"F"	49	1356044	3.6
	"Kansas"	"20"	"1999"	"1999"	"All other drug-induced causes"	"D9"	"Male"	"M"	79	1322294	6.0
	"Kansas"	"20"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	24	1359944	1.8
	"Kansas"	"20"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	44	1328474	3.3
	"Kansas"	"20"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	13	1359944	Unreliable
	"Kansas"	"20"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	23	1328474	1.7
	"Kansas"	"20"	"2000"	"2000"	"All other drug-induced causes"	"D9"	"Female"	"F"	95	1359944	7.0
	"Kansas"	"20"	"2000"	"2000"	"All other drug-induced causes"	"D9"	"Male"	"M"	132	1328474	9.9
	"Kansas"	"20"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	44	1365966	3.2
	"Kansas"	"20"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	60	1336196	4.5
	"Kansas"	"20"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	21	1365966	1.5
	"Kansas"	"20"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	17	1336196	Unreliable
	"Kansas"	"20"	"2001"	"2001"	"All other drug-induced causes"	"D9"	"Female"	"F"	95	1365966	7.0
	"Kansas"	"20"	"2001"	"2001"	"All other drug-induced causes"	"D9"	"Male"	"M"	166	1336196	12.4
	"Kansas"	"20"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	47	1371898	3.4
	"Kansas"	"20"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	77	1341637	5.7
	"Kansas"	"20"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	19	1371898	Unreliable
	"Kansas"	"20"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	27	1341637	2.0
	"Kansas"	"20"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	11	1341637	Unreliable
	"Kansas"	"20"	"2002"	"2002"	"All other drug-induced causes"	"D9"	"Female"	"F"	108	1371898	7.9
	"Kansas"	"20"	"2002"	"2002"	"All other drug-induced causes"	"D9"	"Male"	"M"	165	1341637	12.3
	"Kansas"	"20"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	43	1377415	3.1
	"Kansas"	"20"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	85	1345589	6.3
	"Kansas"	"20"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	37	1377415	2.7
	"Kansas"	"20"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	20	1345589	1.5
	"Kansas"	"20"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	14	1345589	Unreliable
	"Kansas"	"20"	"2003"	"2003"	"All other drug-induced causes"	"D9"	"Female"	"F"	112	1377415	8.1
	"Kansas"	"20"	"2003"	"2003"	"All other drug-induced causes"	"D9"	"Male"	"M"	177	1345589	13.2
	"Kansas"	"20"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	59	1382396	4.3
	"Kansas"	"20"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	108	1351977	8.0
	"Kansas"	"20"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	29	1382396	2.1
	"Kansas"	"20"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	25	1351977	1.8
	"Kansas"	"20"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	15	1382396	Unreliable
	"Kansas"	"20"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	14	1351977	Unreliable
	"Kansas"	"20"	"2004"	"2004"	"All other drug-induced causes"	"D9"	"Female"	"F"	105	1382396	7.6
	"Kansas"	"20"	"2004"	"2004"	"All other drug-induced causes"	"D9"	"Male"	"M"	214	1351977	15.8
	"Kansas"	"20"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	60	1387958	4.3
	"Kansas"	"20"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	128	1357341	9.4
	"Kansas"	"20"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	27	1387958	1.9
	"Kansas"	"20"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	27	1357341	2.0
	"Kansas"	"20"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	10	1387958	Unreliable
	"Kansas"	"20"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	11	1357341	Unreliable
	"Kansas"	"20"	"2005"	"2005"	"All other drug-induced causes"	"D9"	"Female"	"F"	1541	1387958	111.0
	"Kansas"	"20"	"2005"	"2005"	"All other drug-induced causes"	"D9"	"Male"	"M"	2379	1357341	175.3
	"Kansas"	"20"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	82	1394092	5.9
	"Kansas"	"20"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	115	1368839	8.4
	"Kansas"	"20"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	26	1394092	1.9
	"Kansas"	"20"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	25	1368839	1.8
	"Kansas"	"20"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	15	1394092	Unreliable
	"Kansas"	"20"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	18	1368839	Unreliable
	"Kansas"	"20"	"2006"	"2006"	"All other drug-induced causes"	"D9"	"Female"	"F"	1418	1394092	101.7
	"Kansas"	"20"	"2006"	"2006"	"All other drug-induced causes"	"D9"	"Male"	"M"	2186	1368839	159.7
	"Kansas"	"20"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	78	1405705	5.5
	"Kansas"	"20"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	109	1378080	7.9
	"Kansas"	"20"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	35	1405705	2.5
	"Kansas"	"20"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	32	1378080	2.3
	"Kansas"	"20"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	16	1405705	Unreliable
	"Kansas"	"20"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	28	1378080	2.0
	"Kansas"	"20"	"2007"	"2007"	"All other drug-induced causes"	"D9"	"Female"	"F"	1327	1405705	94.4
	"Kansas"	"20"	"2007"	"2007"	"All other drug-induced causes"	"D9"	"Male"	"M"	2144	1378080	155.6
	"Kansas"	"20"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	88	1415563	6.2
	"Kansas"	"20"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	99	1392513	7.1
	"Kansas"	"20"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	13	1415563	Unreliable
	"Kansas"	"20"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	20	1392513	1.4
	"Kansas"	"20"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	18	1415563	Unreliable
	"Kansas"	"20"	"2008"	"2008"	"All other drug-induced causes"	"D9"	"Female"	"F"	1418	1415563	100.2
	"Kansas"	"20"	"2008"	"2008"	"All other drug-induced causes"	"D9"	"Male"	"M"	2164	1392513	155.4
	"Kansas"	"20"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	106	1428139	7.4
	"Kansas"	"20"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	153	1404565	10.9
	"Kansas"	"20"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	29	1428139	2.0
	"Kansas"	"20"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	32	1404565	2.3
	"Kansas"	"20"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	15	1428139	Unreliable
	"Kansas"	"20"	"2009"	"2009"	"All other drug-induced causes"	"D9"	"Female"	"F"	1387	1428139	97.1
	"Kansas"	"20"	"2009"	"2009"	"All other drug-induced causes"	"D9"	"Male"	"M"	2052	1404565	146.1
	"Kansas"	"20"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	80	1437710	5.6
	"Kansas"	"20"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	143	1415408	10.1
	"Kansas"	"20"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	27	1437710	1.9
	"Kansas"	"20"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	22	1415408	1.6
	"Kansas"	"20"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	18	1437710	Unreliable
	"Kansas"	"20"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	18	1415408	Unreliable
	"Kansas"	"20"	"2010"	"2010"	"All other drug-induced causes"	"D9"	"Female"	"F"	1372	1437710	95.4
	"Kansas"	"20"	"2010"	"2010"	"All other drug-induced causes"	"D9"	"Male"	"M"	2104	1415408	148.6
	"Kansas"	"20"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	110	1445436	7.6
	"Kansas"	"20"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	133	1425802	9.3
	"Kansas"	"20"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	25	1445436	1.7
	"Kansas"	"20"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	24	1425802	1.7
	"Kansas"	"20"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	23	1445436	1.6
	"Kansas"	"20"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	14	1425802	Unreliable
	"Kansas"	"20"	"2011"	"2011"	"All other drug-induced causes"	"D9"	"Female"	"F"	1346	1445436	93.1
	"Kansas"	"20"	"2011"	"2011"	"All other drug-induced causes"	"D9"	"Male"	"M"	2059	1425802	144.4
	"Kansas"	"20"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	105	1450624	7.2
	"Kansas"	"20"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	169	1435281	11.8
	"Kansas"	"20"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	35	1450624	2.4
	"Kansas"	"20"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	26	1435281	1.8
	"Kansas"	"20"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	12	1450624	Unreliable
	"Kansas"	"20"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	10	1435281	Unreliable
	"Kansas"	"20"	"2012"	"2012"	"All other drug-induced causes"	"D9"	"Female"	"F"	1394	1450624	96.1
	"Kansas"	"20"	"2012"	"2012"	"All other drug-induced causes"	"D9"	"Male"	"M"	2214	1435281	154.3
	"Kansas"	"20"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	121	1452009	8.3
	"Kansas"	"20"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	173	1441948	12.0
	"Kansas"	"20"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	32	1452009	2.2
	"Kansas"	"20"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	26	1441948	1.8
	"Kansas"	"20"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	15	1452009	Unreliable
	"Kansas"	"20"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	11	1441948	Unreliable
	"Kansas"	"20"	"2013"	"2013"	"All other drug-induced causes"	"D9"	"Female"	"F"	1386	1452009	95.5
	"Kansas"	"20"	"2013"	"2013"	"All other drug-induced causes"	"D9"	"Male"	"M"	2082	1441948	144.4
	"Kansas"	"20"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	136	1456666	9.3
	"Kansas"	"20"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	165	1447355	11.4
	"Kansas"	"20"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	35	1456666	2.4
	"Kansas"	"20"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	27	1447355	1.9
